onset	duration	sample	value
1.3820000000	234.0000000000	691	boundary
6.6713412690	1000.0000000000	3335.6706	go
7.1153440911	1000.0000000000	3557.672	cor
7.8053423601	1000.0000000000	3902.6712	go
8.7383487660	1000.0000000000	4369.1744	go
8.9633425164	1000.0000000000	4481.6713	cor
9.8213442999	1000.0000000000	4910.6721	go
10.8883471626	1000.0000000000	5444.1736	go
11.1233489054	1000.0000000000	5561.6745	cor
12.0553494829	1000.0000000000	6027.6747	go
12.3553478557	1000.0000000000	6177.6739	cor
13.3633488256	1000.0000000000	6681.6744	err
14.2883488375	1000.0000000000	7144.1744	ng
15.3383431423	1000.0000000000	7669.1716	go
16.4213487345	1000.0000000000	8210.6744	go
17.5713424969	1000.0000000000	8785.6712	go
17.8193496007	1000.0000000000	8909.6748	cor
18.5553444016	1000.0000000000	9277.6722	go
20.8053422558	1000.0000000000	10402.6711	go
22.0213485348	1000.0000000000	11010.6743	go
22.9213436532	1000.0000000000	11460.6718	go
23.1553496259	1000.0000000000	11577.6748	cor
27.2713401753	1000.0000000000	13635.6701	go
28.4713437247	1000.0000000000	14235.6719	go
28.7143418032	1000.0000000000	14357.1709	cor
29.6043490458	1000.0000000000	14802.1745	go
30.7213415790	1000.0000000000	15360.6708	go
31.9043466288	1000.0000000000	15952.1733	go
32.9543409336	1000.0000000000	16477.1705	go
33.1863453078	1000.0000000000	16593.1727	cor
33.9213443387	1000.0000000000	16960.6722	go
34.1783435482	1000.0000000000	17089.1718	cor
34.9713487017	1000.0000000000	17485.6744	go
35.1943408537	1000.0000000000	17597.1704	cor
36.2043434221	1000.0000000000	18102.1717	go
36.4343461978	1000.0000000000	18217.1731	cor
37.4543467003	1000.0000000000	18727.1734	go
37.9463476527	1000.0000000000	18973.1738	cor
38.3713403183	1000.0000000000	19185.6702	ng
39.2543469954	1000.0000000000	19627.1735	go
39.6103498924	1000.0000000000	19805.1749	cor
40.1713406134	1000.0000000000	20085.6703	go
41.2713447052	1000.0000000000	20635.6724	go
43.2543454158	1000.0000000000	21627.1727	go
43.4743401992	1000.0000000000	21737.1701	cor
44.5043486941	1000.0000000000	22252.1743	go
45.7623483080	1000.0000000000	22881.1742	err
46.4713466752	1000.0000000000	23235.6733	go
46.7383438188	1000.0000000000	23369.1719	cor
47.5213409799	1000.0000000000	23760.6705	go
47.8263483781	1000.0000000000	23913.1742	cor
48.5213456142	1000.0000000000	24260.6728	ng
49.7043406057	1000.0000000000	24852.1703	go
49.9703419793	1000.0000000000	24985.171	cor
50.6043457824	1000.0000000000	25302.1729	go
50.8583476233	1000.0000000000	25429.1738	cor
51.6213489163	1000.0000000000	25810.6745	go
52.7713426787	1000.0000000000	26385.6713	go
53.7543488133	1000.0000000000	26877.1744	go
54.9213410753	1000.0000000000	27460.6705	go
55.2023494083	1000.0000000000	27601.1747	cor
55.8213462520	1000.0000000000	27910.6731	go
57.0213397431	1000.0000000000	28510.6699	go
57.6503445792	1000.0000000000	28825.1723	cor
57.9543461490	1000.0000000000	28977.1731	go
58.3143421847	1000.0000000000	29157.1711	cor
60.1563458729	1000.0000000000	30078.1729	err
61.0373408931	1000.0000000000	30518.6704	go
61.2983432996	1000.0000000000	30649.1716	cor
63.1213468897	1000.0000000000	31560.6734	go
64.2373436528	1000.0000000000	32118.6718	go
66.2043416339	1000.0000000000	33102.1708	go
67.3543454546	1000.0000000000	33677.1727	go
67.5783434349	1000.0000000000	33789.1717	cor
68.2543405730	1000.0000000000	34127.1703	go
69.5043438512	1000.0000000000	34752.1719	go
69.7463461596	1000.0000000000	34873.1731	cor
83.6543475676	1000.0000000000	41827.1738	go
83.9623422760	1000.0000000000	41981.1711	cor
84.6213409144	1000.0000000000	42310.6705	go
84.8503479201	1000.0000000000	42425.174	cor
85.8043459642	1000.0000000000	42902.173	go
86.7213395822	1000.0000000000	43360.6698	go
86.9393428254	1000.0000000000	43469.6714	cor
87.8703476328	1000.0000000000	43935.1738	go
89.0873496819	1000.0000000000	44543.6748	go
89.3073444653	1000.0000000000	44653.6722	cor
89.9873448002	1000.0000000000	44993.6724	go
90.2183433461	1000.0000000000	45109.1717	cor
90.9043484765	1000.0000000000	45452.1742	go
91.1463407266	1000.0000000000	45573.1704	cor
91.9043430525	1000.0000000000	45952.1715	go
92.8373494583	1000.0000000000	46418.6747	go
94.0183428514	1000.0000000000	47009.1714	err
94.9043468970	1000.0000000000	47452.1734	go
95.1303464758	1000.0000000000	47565.1732	cor
97.2703469384	1000.0000000000	48635.1735	go
98.1373408276	1000.0000000000	49068.6704	go
98.4903463560	1000.0000000000	49245.1732	cor
99.3703456062	1000.0000000000	49685.1728	go
101.3043423581	1000.0000000000	50652.1712	go
102.3203497219	1000.0000000000	51160.1749	go
103.2703445691	1000.0000000000	51635.1723	go
104.2543464738	1000.0000000000	52127.1732	go
104.4743412572	1000.0000000000	52237.1706	cor
105.2543410498	1000.0000000000	52627.1705	go
105.5143476862	1000.0000000000	52757.1738	cor
106.3043454129	1000.0000000000	53152.1727	go
106.5623403925	1000.0000000000	53281.1702	cor
107.4373406756	1000.0000000000	53718.6703	go
107.6903467464	1000.0000000000	53845.1734	cor
108.9463447618	1000.0000000000	54473.1724	err
109.8043465453	1000.0000000000	54902.1733	go
110.0343493211	1000.0000000000	55017.1747	cor
111.0203427660	1000.0000000000	55510.1714	go
111.3303491312	1000.0000000000	55665.1746	cor
112.0203474003	1000.0000000000	56010.1737	go
112.2583465117	1000.0000000000	56129.1733	cor
113.1373399335	1000.0000000000	56568.67	go
114.4043417114	1000.0000000000	57202.1709	go
114.6983453470	1000.0000000000	57349.1727	cor
115.4703488040	1000.0000000000	57735.1744	ng
116.4543406504	1000.0000000000	58227.1703	ng
117.7043439287	1000.0000000000	58852.172	go
118.0343461621	1000.0000000000	59017.1731	cor
118.8373492497	1000.0000000000	59418.6746	go
119.0903452623	1000.0000000000	59545.1726	cor
119.8703450549	1000.0000000000	59935.1725	ng
120.8873481888	1000.0000000000	60443.6741	go
121.3463479120	1000.0000000000	60673.174	cor
122.1203429091	1000.0000000000	61060.1715	go
122.4823405433	1000.0000000000	61241.1703	cor
123.1703472722	1000.0000000000	61585.1736	go
123.5463460374	1000.0000000000	61773.173	cor
124.3873493212	1000.0000000000	62193.6747	go
124.6983413982	1000.0000000000	62349.1707	cor
125.5373430836	1000.0000000000	62768.6715	go
125.7773437935	1000.0000000000	62888.6719	cor
126.7033496338	1000.0000000000	63351.6748	ng
127.8533433962	1000.0000000000	63926.6717	go
128.1373490977	1000.0000000000	64068.6745	cor
129.1033466744	1000.0000000000	64551.6733	ng
130.1373483080	1000.0000000000	65068.6742	go
130.4493462133	1000.0000000000	65224.6731	cor
131.0873431551	1000.0000000000	65543.6716	go
131.6093479681	1000.0000000000	65804.674	cor
132.1873472470	1000.0000000000	66093.6736	go
132.4653481531	1000.0000000000	66232.6741	cor
133.3203425097	1000.0000000000	66660.1713	go
133.5453463185	1000.0000000000	66772.6732	cor
134.3873453724	1000.0000000000	67193.6727	go
134.7933479983	1000.0000000000	67396.674	cor
135.6373486507	1000.0000000000	67818.6743	ng
